ROW ID,GEM ID,Kingdom,Genus,Species.strain,Citation,Source,Filepath,Match criteria,Species of interest,Functional in COMETS?,taxonomy_id,lineage,db_name,cultivatedCrops,deciduousForest,dwarfScrub,emergentHerbaceousWetlands,evergreenForest,grasslandHerbaceous,mixedForest,pastureHay,sedgeHerbaceous,shrubScrub,woodyWetlands,source,pH_preference,temperature_preference,genome_link,GEM_ID,match_by
3431,sco,Bacteria,Streptomyces,coelicolor A3(2),NA,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/,Genus,Streptomyces sp. CB02488,No,1703920,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. CB02488,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,41.13333333,NA,sco,Genus
3432,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Sulfitobacter litoralis,No,335975,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter litoralis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.568167323,7.8,NA,NA,No curated GEM at species or genus level
3433,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Selenomonas sp. oral taxon 920,No,1884263,k__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas sp. oral taxon 920,soil_microbe_db,1,1,1,1,1,1,1,1,0,1,1,GTDB,2.891617007,12.7,NA,NA,No curated GEM at species or genus level
3434,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Legionella steelei,No,947033,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella steelei,soil_microbe_db,NA,1,1,0,1,0,1,1,1,1,1,GTDB,4.3,6.333333333,NA,NA,No curated GEM at species or genus level
3435,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Pontibacter chinhatensis,No,1436961,k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Pontibacter;s__Pontibacter chinhatensis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.527238644,24.33333333,NA,NA,No curated GEM at species or genus level
3436,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Leptolyngbya sp. KIOST-1,No,1229172,k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya;s__Leptolyngbya sp. KIOST-1,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,6.066274204,0.575,NA,NA,No curated GEM at species or genus level
3437,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,marine gamma proteobacterium HTCC2143,No,247633,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;g__;s__marine gamma proteobacterium HTCC2143,soil_microbe_db,NA,1,0,0,1,0,1,0,0,0,1,GTDB,2.728405789,12.7,NA,NA,No curated GEM at species or genus level
3438,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Rufibacter sp. SYSU D00308,No,2812556,k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Rufibacter;s__Rufibacter sp. SYSU D00308,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.137895834,4.666666667,NA,NA,No curated GEM at species or genus level
3439,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Paraphoma chrysanthemicola,No,798071,k__Eukaryota;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;s__Paraphoma chrysanthemicola,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,8.337882756,9.05,NA,NA,No curated GEM at species or genus level
3440,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Bifidobacterium commune,No,1505727,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium commune,soil_microbe_db,NA,0,0,0,1,0,NA,0,0,0,0,GTDB,2.914392605,8.15,NA,NA,No curated GEM at species or genus level
3441,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Candidatus Obscuribacter sp.,No,2711154,k__Bacteria;p__Candidatus Melainabacteria;c__;o__Candidatus Obscuribacterales;f__;g__Obscuribacter;s__Candidatus Obscuribacter sp.,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.734934563,13.66666667,NA,NA,No curated GEM at species or genus level
3442,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Wohlfahrtiimonas sp. G9077,No,1980118,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cardiobacteriales;f__Ignatzschineriaceae;g__Wohlfahrtiimonas;s__Wohlfahrtiimonas sp. G9077,soil_microbe_db,NA,0,0,0,1,0,0,NA,0,0,NA,GTDB,3.72712439,2.366666667,NA,NA,No curated GEM at species or genus level
3443,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Mesorhizobium sp. M4B.F.Ca.ET.203.01.1.1,No,2563953,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium sp. M4B.F.Ca.ET.203.01.1.1,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.469734687,23.2,NA,NA,No curated GEM at species or genus level
3444,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Hydrogenophaga sp. BPS33,No,2651974,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;s__Hydrogenophaga sp. BPS33,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.445955832,22.9,NA,NA,No curated GEM at species or genus level
3445,iJL1454,Fungi,Aspergillus,terreus,Liu et al. 2013,NA,NA,Genus,Aspergillus homomorphus,No,319626,k__Eukaryota;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus homomorphus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,2.734934563,0.5,NA,iJL1454,Genus
3446,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Thermus caldilimi,No,2483360,k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus caldilimi,soil_microbe_db,NA,1,0,1,1,1,1,1,1,1,1,GTDB,2.874332744,11.16666667,NA,NA,No curated GEM at species or genus level
3447,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Ilyonectria europaea,No,1079114,k__Eukaryota;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Ilyonectria;s__Ilyonectria europaea,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,3.604231872,19.025,NA,NA,No curated GEM at species or genus level
3448,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Bacteroidales bacterium Bact_19,No,1674833,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__Bacteroidales bacterium Bact_19,soil_microbe_db,NA,1,0,1,1,1,0,NA,1,0,1,GTDB,2.586033828,16.23333333,NA,NA,No curated GEM at species or genus level
3449,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Trebonia kvetii,No,2480626,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Treboniaceae;g__Trebonia;s__Trebonia kvetii,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,14.4,NA,NA,No curated GEM at species or genus level
3450,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Alphaproteobacteria bacterium UBA3002,No,1948380,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__Alphaproteobacteria bacterium UBA3002,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,9.7,NA,NA,No curated GEM at species or genus level
3451,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Xanthomonadaceae bacterium NML07-0707,No,2032574,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__;s__Xanthomonadaceae bacterium NML07-0707,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.039862265,14.53333333,NA,NA,No curated GEM at species or genus level
3452,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Cellulomonas terrae,No,311234,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas terrae,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,7.270034561,41.13333333,NA,NA,No curated GEM at species or genus level
3453,salb,Bacteria,Streptomyces,albidoflavus (albus J1074),Sulheim et al. 2020,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/,Genus,Streptomyces alanosinicus,No,68171,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces alanosinicus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,41.13333333,NA,salb,Genus
3454,sco,Bacteria,Streptomyces,coelicolor A3(2),NA,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/,Genus,Streptomyces alanosinicus,No,68171,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces alanosinicus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,41.13333333,NA,sco,Genus
3455,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Crenothrix polyspora,No,360316,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Crenotrichaceae;g__Crenothrix;s__Crenothrix polyspora,soil_microbe_db,NA,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,13.6,NA,NA,No curated GEM at species or genus level
3456,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Acrocarpospora pleiomorpha,No,90975,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Acrocarpospora;s__Acrocarpospora pleiomorpha,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,40.06666667,NA,NA,No curated GEM at species or genus level
3457,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Desulfovibrio sp.,No,885,k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp.,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.748342293,0.5,NA,NA,No curated GEM at species or genus level
3458,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Salinibacterium sp. SWN248,No,2792056,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Salinibacterium;s__Salinibacterium sp. SWN248,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.4635802,40.06666667,NA,NA,No curated GEM at species or genus level
3459,NA,Fungi,Penicillium,sp.,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1002980,Agren et al. 2013,NA,Genus,Penicillium nordicum,No,229535,k__Eukaryota;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium nordicum,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,3.43687663,8.633333333,NA,NA,Genus
3460,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Candidatus Methylacidithermus pantelleriae,No,2744239,k__Bacteria;p__Verrucomicrobiota;c__Methylacidiphilae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Candidatus Methylacidithermus;s__Candidatus Methylacidithermus pantelleriae,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.527238644,23.73333333,NA,NA,No curated GEM at species or genus level
3461,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Cupriavidus necator,No,106590,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus necator,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,5.888541974,21.76666667,NA,NA,No curated GEM at species or genus level
3462,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Pisolithus microcarpus,No,178872,k__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus microcarpus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,3.80261689,18.63333333,NA,NA,No curated GEM at species or genus level
3463,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Legionella taurinensis,No,70611,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella taurinensis,soil_microbe_db,NA,1,1,0,1,0,1,1,1,1,1,GTDB,2.914392605,0.6,NA,NA,No curated GEM at species or genus level
3464,salb,Bacteria,Streptomyces,albidoflavus (albus J1074),Sulheim et al. 2020,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/,Genus,Streptomyces genisteinicus,No,2768068,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces genisteinicus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,41.13333333,NA,salb,Genus
3465,sco,Bacteria,Streptomyces,coelicolor A3(2),NA,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/,Genus,Streptomyces genisteinicus,No,2768068,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces genisteinicus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,41.13333333,NA,sco,Genus
3466,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Flavobacterium fluviatile,No,1862387,k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium fluviatile,soil_microbe_db,1,1,0,1,1,1,1,1,1,1,1,GTDB,4.95,28.73333333,NA,NA,No curated GEM at species or genus level
3467,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Rhexocercosporidium sp. MPI-PUGE-AT-0058,No,2042821,k__Eukaryota;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__;g__Rhexocercosporidium;s__Rhexocercosporidium sp. MPI-PUGE-AT-0058,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,5.670779953,7.1,NA,NA,No curated GEM at species or genus level
3468,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Actibacterium atlanticum,No,1461693,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Actibacterium;s__Actibacterium atlanticum,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,0.575,NA,NA,No curated GEM at species or genus level
3469,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Actinomadura sp. WMMB 499,No,1219491,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura;s__Actinomadura sp. WMMB 499,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.884133972,41.13333333,NA,NA,No curated GEM at species or genus level
3470,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Allochromatium warmingii,No,61595,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Allochromatium;s__Allochromatium warmingii,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.43687663,3.833333333,NA,NA,No curated GEM at species or genus level
3471,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Flavobacterium sp. BFFFF1,No,2015557,k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp. BFFFF1,soil_microbe_db,NA,1,1,0,1,1,1,1,1,1,1,GTDB,4.905587115,11.23333333,NA,NA,No curated GEM at species or genus level
3472,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Synechococcus sp. A18-25c,No,1866938,k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. A18-25c,soil_microbe_db,0,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,10.3,NA,NA,No curated GEM at species or genus level
3473,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Pararhizobium arenae,No,1856850,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Pararhizobium;s__Pararhizobium arenae,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,18.63333333,NA,NA,No curated GEM at species or genus level
3474,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Microbacterium humi,No,640635,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium humi,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,41.13333333,NA,NA,No curated GEM at species or genus level
3475,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Shewanella sp. NIFS-20-20,No,2853806,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp. NIFS-20-20,soil_microbe_db,1,1,1,0,1,1,1,1,1,1,1,GTDB,2.728405789,12.7,NA,NA,No curated GEM at species or genus level
3476,iJN746,Bacteria,Pseudomonas,putida KT2440,NA,BiGG iJN746,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iJN746.xml,Genus,Pseudomonas oryzagri,No,2892443,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas oryzagri,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.336336424,34.73333333,NA,iJN746,Genus
3477,riPB890,Bacteria,Pseudomonas,stutzeri A1501,Borer et al. 2019,IndiMeSH,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/sbml/iPB890_rGEM_v3.xml,Genus,Pseudomonas oryzagri,No,2892443,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas oryzagri,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.336336424,34.73333333,NA,riPB890,Genus
3478,riJN746,Bacteria,Pseudomonas,putida KT2440,Borer et al. 2019,IndiMeSH,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/sbml/iJN746_rGEM_v3.xml,Genus,Pseudomonas oryzagri,No,2892443,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas oryzagri,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.336336424,34.73333333,NA,riJN746,Genus
3479,1YdBTEX2,Bacteria,Pseudomonas,veronii 1YdBTEX2,Hadadi et al. 2020,"not in supp data.. This github has information on remi models and data, but can't find xml for 1YdBTEX2",NA,Genus,Pseudomonas oryzagri,No,2892443,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas oryzagri,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.336336424,34.73333333,NA,1YdBTEX2,Genus
3480,ec_iJN1463,NA,Pseudomonas,putida KT2440,Bujdos et al. 2023,https://raw.githubusercontent.com/DalimilBujdos/GECKO/master/models/iJN1463/iJN1463.xml,/projectnb2/talbot-lab-data/metabolic_models/curated_models/iJN1463/,Genus,Pseudomonas oryzagri,No,2892443,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas oryzagri,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.336336424,34.73333333,NA,ec_iJN1463,Genus
3481,iJN1462,NA,Pseudomonas,putida KT2440,Nogales et al. 2020,paper supplement,NA,Genus,Pseudomonas oryzagri,No,2892443,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas oryzagri,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.336336424,34.73333333,NA,iJN1462,Genus
3482,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Nonomuraea longispora,No,1848320,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__Nonomuraea longispora,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,33.56666667,NA,NA,No curated GEM at species or genus level
3483,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Alteromonas halophila,No,516698,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas halophila,soil_microbe_db,0,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,0.6,NA,NA,No curated GEM at species or genus level
3484,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Hanseniaspora osmophila,No,56408,k__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycodaceae;g__Hanseniaspora;s__Hanseniaspora osmophila,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,4.342516575,34.66666667,NA,NA,No curated GEM at species or genus level
3485,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Acetobacter sp. UBA5411,No,1945905,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter sp. UBA5411,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.43687663,12.36666667,NA,NA,No curated GEM at species or genus level
3486,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Emericellopsis atlantica,No,2614577,k__Eukaryota;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__;g__Emericellopsis;s__Emericellopsis atlantica,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,3.748342293,19.26666667,NA,NA,No curated GEM at species or genus level
3487,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Legionella gratiana,No,45066,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella gratiana,soil_microbe_db,1,1,1,0,1,0,1,0,1,1,0,GTDB,3.285340307,9.466666667,NA,NA,No curated GEM at species or genus level
3488,NA,Bacteria,Arthrobacter,aurescens TC1,Xu et al. 2019,NA,/projectnb2/talbot-lab-data/metabolic_models/curated_models/raphy/,Genus,Arthrobacter ipis,No,2716202,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter ipis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.924347144,17.83333333,NA,NA,Genus
3489,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Weizmannia acidilactici,No,2607726,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Heyndrickxia;s__Weizmannia acidilactici,soil_microbe_db,0,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,14.13333333,NA,NA,No curated GEM at species or genus level
3490,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Microvirga lupini,No,420324,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Microvirga;s__Microvirga lupini,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.884133972,41.13333333,NA,NA,No curated GEM at species or genus level
3491,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Micromonospora ureilytica,No,709868,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora ureilytica,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.612730643,41.13333333,NA,NA,No curated GEM at species or genus level
3492,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Methyloceanibacter caenitepidi,No,1384459,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__Methyloceanibacter;s__Methyloceanibacter caenitepidi,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.292946478,23.43333333,NA,NA,No curated GEM at species or genus level
3493,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Dethiobacter sp.,No,2093370,k__Bacteria;p__Bacillota;c__Dethiobacteria;o__Dethiobacterales;f__Dethiobacteraceae;g__Dethiobacter;s__Dethiobacter sp.,soil_microbe_db,NA,1,1,1,1,1,1,1,0,1,1,GTDB,2.568167323,13.66666667,NA,NA,No curated GEM at species or genus level
3494,iCW773,Bacteria,Corynebacterium,glutamicum,Zhang et al. 2017,paper supplement,NA,Genus,Corynebacterium gottingense,No,2041036,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium gottingense,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,6.559226305,40.06666667,NA,iCW773,Genus
3495,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Actinomadura formosensis,No,60706,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura;s__Actinomadura formosensis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.324729407,41.13333333,NA,NA,No curated GEM at species or genus level
